drug_a,drug_b,cell_line,synergy
3385,11977753,OV-90,17.54707857
3385,11977753,OVCAR-3,17.11961235
3385,11977753,PA-1,21.56238672
3385,11977753,RKO,16.93600135
3385,11977753,RPMI-7951,12.70594985
3385,11977753,SK-MEL-30,-73.13840165
3385,11977753,SK-MES-1,21.2679035
3385,11977753,SK-OV-3,4.245879079
3385,11977753,SW620,12.02859024
3385,11977753,SW837,5.514510748
3385,11977753,T47D,106.0071924
3385,11977753,UACC-62,7.931877525
3385,11977753,VCAP,11.75742482
3385,387447,A2058,-5.239878448
3385,387447,A2780,-18.59912622
3385,387447,A375,-2.405334783
3385,387447,A427,-7.87670815
3385,387447,COLO-320-HSR,-10.97044616
3385,387447,EFM-192A,-8.35611103
3385,387447,ES-2,-16.13012533
3385,387447,HCT-116,-4.51926945
3385,387447,HT-144,-14.56978258
3385,387447,HT-29,-15.95161347
3385,387447,LNCaP-Clone-FGC,-1.855232481
3385,387447,LOVO,-6.175982009
3385,387447,MDA-MB-436,-2.025565761
3385,387447,MSTO-211H,52.48518972
3385,387447,NCI-H1650,-15.77870569
3385,387447,NCI-H2122,-16.69626568
3385,387447,NCI-H23,-9.190964586
3385,387447,NCI-H520,-24.06755091
3385,387447,OCUB-M,-7.508624839
3385,387447,OV-90,-9.586166869
3385,387447,OVCAR-3,-9.895036466
3385,387447,PA-1,-20.70616808
3385,387447,RKO,2.907200668
3385,387447,RPMI-7951,-10.47941439
3385,387447,SK-MEL-30,-172.8887021
3385,387447,SK-MES-1,-11.64272985
3385,387447,SK-OV-3,-4.604893623
3385,387447,SW620,-1.907966818
3385,387447,SW837,-1.3618595
3385,387447,T47D,2.748791181
3385,387447,UACC-62,-17.84185108
3385,387447,VCAP,-7.053510631
3385,3062316,A2058,31.12564418
3385,3062316,A2780,50.60366026
3385,3062316,A375,2.683689159
3385,3062316,A427,28.34808451
3385,3062316,COLO-320-HSR,6.467031009
3385,3062316,EFM-192A,3.842383406
3385,3062316,ES-2,17.69019535
3385,3062316,HCT-116,-7.819271786
3385,3062316,HT-144,-22.97327812
3385,3062316,HT-29,17.06698076
3385,3062316,LNCaP-Clone-FGC,0.242507366
3385,3062316,LOVO,21.38558819
3385,3062316,MDA-MB-436,18.71869688
3385,3062316,MSTO-211H,17.56299065
3385,3062316,NCI-H1650,23.23497071
3385,3062316,NCI-H2122,-31.1947196
3385,3062316,NCI-H23,11.55914675
3385,3062316,NCI-H520,42.73505144
3385,3062316,OCUB-M,-6.043503552
3385,3062316,OV-90,0.433034774
3385,3062316,OVCAR-3,57.03314711
3385,3062316,PA-1,33.90828352
3385,3062316,RKO,17.31163283
3385,3062316,RPMI-7951,19.06355103
3385,3062316,SK-MEL-30,-4.618694814
3385,3062316,SK-MES-1,2.981820492
3385,3062316,SK-OV-3,1.304656068
3385,3062316,SW620,30.44463084
3385,3062316,SW837,15.87733689
3385,3062316,T47D,18.86560141
3385,3062316,UACC-62,12.12396034
3385,3062316,VCAP,21.45572644
3385,46926350,A2058,4.331695207
3385,46926350,A2780,-8.161128639
3385,46926350,A375,-5.415934201
3385,46926350,A427,-7.747473682
3385,46926350,COLO-320-HSR,4.807550051
3385,46926350,EFM-192A,0.312106832
3385,46926350,ES-2,3.407184558
3385,46926350,HCT-116,2.91890147
3385,46926350,HT-144,-3.477422217
3385,46926350,HT-29,-2.539408744
3385,46926350,LNCaP-Clone-FGC,-0.848044466
3385,46926350,LOVO,-11.87695993
3385,46926350,MDA-MB-436,5.34753412
3385,46926350,MSTO-211H,1.110428284
3385,46926350,NCI-H1650,-2.113223506
3385,46926350,NCI-H2122,1.218713173
3385,46926350,NCI-H23,-9.5337023
3385,46926350,NCI-H520,-4.321048546
3385,46926350,OCUB-M,6.785054032
3385,46926350,OV-90,-5.935579062
3385,46926350,OVCAR-3,2.706469326
3385,46926350,PA-1,-5.732865144
3385,46926350,RKO,5.62381944
3385,46926350,RPMI-7951,-5.68699024
3385,46926350,SK-MEL-30,-96.61714003
3385,46926350,SK-MES-1,-3.140341301
3385,46926350,SK-OV-3,-13.89910152
3385,46926350,SW620,-4.568071398
3385,46926350,SW837,-19.57332293
3385,46926350,T47D,-2.721986339
3385,46926350,UACC-62,3.682573248
3385,46926350,VCAP,14.421994
3385,176870,A2058,9.694285755
3385,176870,A2780,16.5693311
3385,176870,A375,13.96439243
3385,176870,A427,18.42925816
3385,176870,COLO-320-HSR,22.16797341
3385,176870,EFM-192A,10.54345636
3385,176870,ES-2,15.1231625
3385,176870,HCT-116,14.45297793
3385,176870,HT-144,9.559453271
3385,176870,HT-29,11.33747162
3385,176870,LNCaP-Clone-FGC,-6.984395195
3385,176870,LOVO,12.41733168
3385,176870,MDA-MB-436,16.1498979
3385,176870,MSTO-211H,-45.89376066
3385,176870,NCI-H1650,0.92478625
3385,176870,NCI-H2122,24.45497683
3385,176870,NCI-H23,6.37341014
3385,176870,NCI-H520,7.235758199
3385,176870,OCUB-M,28.14443856
3385,176870,OV-90,-11.04004585
3385,176870,OVCAR-3,29.20125585
3385,176870,PA-1,11.22320591
3385,176870,RKO,20.98757258
3385,176870,RPMI-7951,17.00484175
3385,176870,SK-MEL-30,13.95488386
3385,176870,SK-MES-1,21.28942476
3385,176870,SK-OV-3,16.21061763
3385,176870,SW620,0.494890451
3385,176870,SW837,17.29938762
3385,176870,T47D,-3.049710368
3385,176870,UACC-62,17.96898601
3385,176870,VCAP,24.41379314
3385,5288382,A2058,7.376709238
3385,5288382,A2780,0.911963942
3385,5288382,A375,7.160975098
3385,5288382,A427,3.596798037
3385,5288382,COLO-320-HSR,7.231877045
3385,5288382,EFM-192A,2.620901233
3385,5288382,ES-2,-5.25702499
3385,5288382,HCT-116,2.916663442
3385,5288382,HT-144,5.372215888
3385,5288382,HT-29,-3.946071269
3385,5288382,LNCaP-Clone-FGC,16.30963881
3385,5288382,LOVO,-6.353136659
3385,5288382,MDA-MB-436,5.799105229
3385,5288382,MSTO-211H,1.459215723
3385,5288382,NCI-H1650,-6.752269383
3385,5288382,NCI-H2122,-2.692734853
3385,5288382,NCI-H23,-9.33481084
3385,5288382,NCI-H520,3.513037679
3385,5288382,OCUB-M,-0.938924849
3385,5288382,OV-90,0.284508898
3385,5288382,OVCAR-3,-8.840446825
3385,5288382,PA-1,-1.794612188
3385,5288382,RKO,5.246180398
3385,5288382,RPMI-7951,-8.084247184
3385,5288382,SK-MEL-30,-80.63896867
3385,5288382,SK-MES-1,2.703605277
3385,5288382,SK-OV-3,-9.188164195
3385,5288382,SW620,-2.851271236
3385,5288382,SW837,-10.01418099
3385,5288382,T47D,30.67999441
3385,5288382,UACC-62,-1.345401011
3385,5288382,VCAP,14.04451922
3385,216453,A2058,9.728264798
3385,216453,A2780,8.786606958
3385,216453,A375,7.632943658
3385,216453,A427,12.32774894
3385,216453,COLO-320-HSR,17.75043545
3385,216453,EFM-192A,5.159884964
3385,216453,ES-2,10.11350733
3385,216453,HCT-116,11.7123653
3385,216453,HT-144,0.197753628
3385,216453,HT-29,17.54397425
3385,216453,LNCaP-Clone-FGC,5.038648038
3385,216453,LOVO,3.095071036
3385,216453,MDA-MB-436,6.604912711
3385,216453,MSTO-211H,1.034479697
3385,216453,NCI-H1650,12.21982489
3385,216453,NCI-H2122,1.491915764
3385,216453,NCI-H23,4.785807361
3385,216453,NCI-H520,13.77820507
3385,216453,OCUB-M,10.93903802
3385,216453,OV-90,12.2053451
3385,216453,OVCAR-3,3.602583524
3385,216453,PA-1,14.5367423
3385,216453,RKO,4.778659077
3385,216453,RPMI-7951,0.773043627
3385,216453,SK-MEL-30,-57.88453337
3385,216453,SK-MES-1,6.079000673
3385,216453,SK-OV-3,8.13068057
3385,216453,SW620,4.815796702
3385,216453,SW837,-4.457131373
3385,216453,T47D,21.15875733
3385,216453,UACC-62,6.817916204
3385,216453,VCAP,12.74042941
3385,208908,A2058,9.192138149
3385,208908,A2780,8.011124809
3385,208908,A375,7.497787303
3385,208908,A427,-4.179454254
3385,208908,COLO-320-HSR,3.209346176
3385,208908,EFM-192A,7.238193014
3385,208908,ES-2,5.344512472
3385,208908,HCT-116,9.688038389
3385,208908,HT-144,4.670574992
3385,208908,HT-29,4.533085635
3385,208908,LNCaP-Clone-FGC,-16.37649722
3385,208908,LOVO,17.4905864
3385,208908,MDA-MB-436,3.644635579
3385,208908,MSTO-211H,-55.47026432
3385,208908,NCI-H1650,0.905817371
3385,208908,NCI-H2122,9.956195978
3385,208908,NCI-H23,-8.734799525
3385,208908,NCI-H520,-7.263521908
3385,208908,OCUB-M,3.696229453
3385,208908,OV-90,-9.295070254
3385,208908,OVCAR-3,18.01185705
3385,208908,PA-1,14.15921887
3385,208908,RKO,11.54453602
3385,208908,RPMI-7951,3.318764866
3385,208908,SK-MEL-30,9.483503745
3385,208908,SK-MES-1,11.05964102
3385,208908,SK-OV-3,7.118783779
3385,208908,SW620,-2.41819166
3385,208908,SW837,6.956325429
3385,208908,T47D,14.90928278
3385,208908,UACC-62,9.119946303
3385,208908,VCAP,10.63255814
3385,46930998,A2058,15.9003976
3385,46930998,A2780,18.65621252
3385,46930998,A375,1.462754204
3385,46930998,A427,14.11709974
3385,46930998,COLO-320-HSR,23.48420717
3385,46930998,EFM-192A,-2.225501932
3385,46930998,ES-2,0.208379555
3385,46930998,HCT-116,4.12342241
3385,46930998,HT-144,2.021434937
3385,46930998,HT-29,15.70450582
3385,46930998,LNCaP-Clone-FGC,8.305991954
3385,46930998,LOVO,0.848530544
3385,46930998,MDA-MB-436,11.60537383
3385,46930998,MSTO-211H,-35.31198822
3385,46930998,NCI-H1650,12.96089082
3385,46930998,NCI-H2122,14.51823605
3385,46930998,NCI-H23,3.929903891
3385,46930998,NCI-H520,12.9538647
3385,46930998,OCUB-M,0.75155171
3385,46930998,OV-90,6.205835326
3385,46930998,OVCAR-3,16.36791509
3385,46930998,PA-1,22.84385673
3385,46930998,RKO,21.99868299
3385,46930998,RPMI-7951,13.79249022
3385,46930998,SK-MEL-30,9.528004578
3385,46930998,SK-MES-1,18.50316129
3385,46930998,SK-OV-3,12.72593158
3385,46930998,SW620,12.55548781
3385,46930998,SW837,5.172331698
3385,46930998,T47D,5.968610426
3385,46930998,UACC-62,16.67190273
3385,46930998,VCAP,8.882842988
3385,24958200,A2058,6.738059724
3385,24958200,A2780,9.920092422
3385,24958200,A375,-2.191356891
3385,24958200,A427,7.285223049
3385,24958200,COLO-320-HSR,7.413877185
3385,24958200,EFM-192A,-6.781376309
3385,24958200,ES-2,-4.081486949
3385,24958200,HCT-116,8.032401845
3385,24958200,HT-144,-2.572706421
3385,24958200,HT-29,3.280316606
3385,24958200,LNCaP-Clone-FGC,-24.4814919
3385,24958200,LOVO,-14.5737162
3385,24958200,MDA-MB-436,2.565062788
3385,24958200,MSTO-211H,-54.84820211
3385,24958200,NCI-H1650,-9.248017329
3385,24958200,NCI-H2122,1.855865952
3385,24958200,NCI-H23,-10.52634233
3385,24958200,NCI-H520,4.451442694
3385,24958200,OCUB-M,10.33658786
3385,24958200,OV-90,-11.5759633
3385,24958200,OVCAR-3,-1.837636378
3385,24958200,PA-1,4.907207633
3385,24958200,RKO,-0.321869637
3385,24958200,RPMI-7951,1.768875356
3385,24958200,SK-MEL-30,3.766964671
3385,24958200,SK-MES-1,0.730438428
3385,24958200,SK-OV-3,-0.060945557
3385,24958200,SW620,4.271393057
3385,24958200,SW837,-12.72451513
3385,24958200,T47D,-9.881815829
3385,24958200,UACC-62,1.33186452
3385,24958200,VCAP,10.98857906
3385,24748204,A2058,1.804895456
3385,24748204,A2780,9.260812975
3385,24748204,A375,8.998438366
3385,24748204,A427,3.535028344
3385,24748204,COLO-320-HSR,12.58425366
3385,24748204,EFM-192A,-0.31414384
3385,24748204,ES-2,3.512982746
3385,24748204,HCT-116,16.57015644
3385,24748204,HT-144,0.796023707
3385,24748204,HT-29,12.43049188
3385,24748204,LNCaP-Clone-FGC,-20.6434715
3385,24748204,LOVO,0.956959524
3385,24748204,MDA-MB-436,2.81721211
3385,24748204,MSTO-211H,-34.44593587
3385,24748204,NCI-H1650,-0.65998377
3385,24748204,NCI-H2122,-1.788640257
3385,24748204,NCI-H23,-2.774618677
3385,24748204,NCI-H520,2.77964034
3385,24748204,OCUB-M,4.942122479
3385,24748204,OV-90,0.710257261
3385,24748204,OVCAR-3,10.01743934
3385,24748204,PA-1,16.32481002
3385,24748204,RKO,-2.418031889
3385,24748204,RPMI-7951,4.42376641
3385,24748204,SK-MEL-30,14.83857145
3385,24748204,SK-MES-1,-2.969522572
3385,24748204,SK-OV-3,8.182855454
3385,24748204,SW620,4.198235212
3385,24748204,SW837,-3.194708892
3385,24748204,T47D,4.929422113
3385,24748204,UACC-62,8.186654769
3385,24748204,VCAP,11.64974134
3385,11520894,A2058,32.33623166
3385,11520894,A2780,16.29531308
3385,11520894,A375,12.7627595
3385,11520894,A427,20.62786482
3385,11520894,COLO-320-HSR,9.398063655
3385,11520894,EFM-192A,20.51728696
3385,11520894,ES-2,15.70508042
3385,11520894,HCT-116,2.54933057
3385,11520894,HT-144,4.915741287
3385,11520894,HT-29,11.81057599
3385,11520894,LNCaP-Clone-FGC,15.99409329
3385,11520894,LOVO,6.877591215
3385,11520894,MDA-MB-436,17.43632979
3385,11520894,MSTO-211H,-34.43024988
3385,11520894,NCI-H1650,15.85989462
3385,11520894,NCI-H2122,10.30418191
3385,11520894,NCI-H23,21.73781029
3385,11520894,NCI-H520,8.154105366
3385,11520894,OCUB-M,23.65827923
3385,11520894,OV-90,9.562591922
3385,11520894,OVCAR-3,6.725643869
3385,11520894,PA-1,41.30121414
3385,11520894,RKO,23.25413422
3385,11520894,RPMI-7951,27.33122745
3385,11520894,SK-MEL-30,28.19210471
3385,11520894,SK-MES-1,8.516905438
3385,11520894,SK-OV-3,28.71514833
3385,11520894,SW620,12.13737781
3385,11520894,SW837,12.41659205
3385,11520894,T47D,24.17858199
3385,11520894,UACC-62,12.12565179
3385,11520894,VCAP,29.67190189
3385,16224745,A2058,24.27497218
3385,16224745,A2058,22.77045382
3385,16224745,A2780,9.966321601
3385,16224745,A375,21.58284028
3385,16224745,A375,22.61183255
3385,16224745,A427,25.93455259
3385,16224745,A427,49.91897259
3385,16224745,COLO-320-HSR,13.13094075
3385,16224745,COLO-320-HSR,2.120795023
3385,16224745,EFM-192A,8.812908595
3385,16224745,EFM-192A,1.907598974
3385,16224745,ES-2,4.143699249
3385,16224745,ES-2,-25.46837623
3385,16224745,HCT-116,11.10775196
3385,16224745,HCT-116,18.79686217
3385,16224745,HT-144,3.370729194
3385,16224745,HT-29,8.391735723
3385,16224745,HT-29,18.47134855
3385,16224745,LNCaP-Clone-FGC,3.692863914
3385,16224745,LOVO,3.298017046
3385,16224745,LOVO,3.960527754
3385,16224745,MDA-MB-436,43.35485062
3385,16224745,MSTO-211H,-28.69135036
3385,16224745,NCI-H1650,10.2868776
3385,16224745,NCI-H1650,17.79490881
3385,16224745,NCI-H2122,3.063702356
3385,16224745,NCI-H2122,22.21324921
3385,16224745,NCI-H23,2.964151378
3385,16224745,NCI-H23,-0.051990251
3385,16224745,NCI-H520,18.30590717
3385,16224745,OCUB-M,58.84964574
3385,16224745,OV-90,3.155200179
3385,16224745,OVCAR-3,10.10513174
3385,16224745,PA-1,1.364388441
3385,16224745,PA-1,16.37457616
3385,16224745,RKO,18.42285882
3385,16224745,RPMI-7951,4.923620784
3385,16224745,SK-MEL-30,-81.44128366
3385,16224745,SK-MES-1,16.98490255
3385,16224745,SK-OV-3,5.559655014
3385,16224745,SW620,9.545061579
3385,16224745,SW620,4.951958299
3385,16224745,SW837,-20.52658286
3385,16224745,T47D,2.458198555
3385,16224745,UACC-62,6.626081706
3385,16224745,VCAP,10.86891474
3385,9826528,A2058,2.264834547
3385,9826528,A2780,24.61014916
3385,9826528,A375,-1.792872312
3385,9826528,A427,16.51852763
3385,9826528,COLO-320-HSR,3.682483183
3385,9826528,EFM-192A,-3.034894245
3385,9826528,ES-2,2.81473837
3385,9826528,HCT-116,18.32121168
3385,9826528,HT-144,9.118873978
3385,9826528,HT-29,3.150589534
3385,9826528,LNCaP-Clone-FGC,1.645670338
3385,9826528,LOVO,-6.245195086
3385,9826528,MDA-MB-436,9.358068709
3385,9826528,MSTO-211H,22.0330269
3385,9826528,NCI-H1650,4.325373079
3385,9826528,NCI-H2122,3.097450283
3385,9826528,NCI-H23,4.262708422
3385,9826528,NCI-H520,-1.142915464
3385,9826528,OCUB-M,16.91532055
3385,9826528,OV-90,-6.566990006
3385,9826528,OVCAR-3,24.68660319
3385,9826528,PA-1,8.064259631
3385,9826528,RKO,9.445147693
3385,9826528,RPMI-7951,0.632784109
3385,9826528,SK-MEL-30,-144.4016546
3385,9826528,SK-MES-1,-5.424553399
3385,9826528,SK-OV-3,2.852933066
3385,9826528,SW620,2.347254675
3385,9826528,SW837,0.946096128
3385,9826528,T47D,46.99657957
3385,9826528,UACC-62,-3.443232407
3385,9826528,VCAP,11.43502994
3385,216239,A2058,1.487456177
3385,216239,A2780,2.077318362
3385,216239,A375,1.312446684
3385,216239,A427,2.86621957
3385,216239,COLO-320-HSR,3.407346061
3385,216239,EFM-192A,-9.022149207
3385,216239,ES-2,0.126680077
3385,216239,HCT-116,-1.955025391
3385,216239,HT-144,4.459502599
3385,216239,HT-29,-3.551610833
3385,216239,LNCaP-Clone-FGC,-13.39034615
3385,216239,LOVO,-13.81534377
3385,216239,MDA-MB-436,-4.304317076
3385,216239,MSTO-211H,-13.50351384
3385,216239,NCI-H1650,-2.500149835
3385,216239,NCI-H2122,-3.768823231
3385,216239,NCI-H23,-1.286810998
3385,216239,NCI-H520,5.28680143
3385,216239,OCUB-M,1.310094514
3385,216239,OV-90,2.416837201
3385,216239,OVCAR-3,-18.31547421
3385,216239,PA-1,4.957282494
3385,216239,RKO,1.883583913
3385,216239,RPMI-7951,-5.041472651
3385,216239,SK-MEL-30,2.120028283
3385,216239,SK-MES-1,0.28515445
3385,216239,SK-OV-3,10.2363359
3385,216239,SW620,0.574152697
3385,216239,SW837,-8.60896251
3385,216239,T47D,-4.531377558
3385,216239,UACC-62,0.326449314
3385,216239,VCAP,1.444307744
3385,5329102,A2058,9.621620126
3385,5329102,A2780,9.700986375
3385,5329102,A375,7.351048597
3385,5329102,A427,8.210705504
3385,5329102,COLO-320-HSR,14.82302426
3385,5329102,EFM-192A,-3.19593666
3385,5329102,ES-2,14.41382075
3385,5329102,HCT-116,7.332783493
3385,5329102,HT-144,4.677389118
3385,5329102,HT-29,3.379046398
3385,5329102,LNCaP-Clone-FGC,-6.200837303
3385,5329102,LOVO,2.082310176
3385,5329102,MDA-MB-436,5.231389265
3385,5329102,MSTO-211H,-19.19337264
3385,5329102,NCI-H1650,4.374037921
3385,5329102,NCI-H2122,5.838627875
3385,5329102,NCI-H23,3.141670668
3385,5329102,NCI-H520,5.810341082
3385,5329102,OCUB-M,8.99846585
3385,5329102,OV-90,3.664358548
3385,5329102,OVCAR-3,7.236478142
3385,5329102,PA-1,12.45625199
3385,5329102,RKO,7.996355114
3385,5329102,RPMI-7951,-1.343261089
3385,5329102,SK-MEL-30,3.667165234
3385,5329102,SK-MES-1,11.90261481
3385,5329102,SK-OV-3,18.2643848
3385,5329102,SW620,6.859498039
3385,5329102,SW837,-4.901836837
3385,5329102,T47D,8.941154332
3385,5329102,UACC-62,8.795687473
3385,5329102,VCAP,12.48379896
3385,5394,A2058,2.774368984
3385,5394,A2780,-0.604352835
3385,5394,A375,-15.98333594
3385,5394,A427,18.36101941
3385,5394,COLO-320-HSR,8.622678301
3385,5394,EFM-192A,-39.7171613
3385,5394,ES-2,3.425607133
3385,5394,HCT-116,-15.66309184
3385,5394,HT-144,-24.286518
3385,5394,HT-29,-13.17812058
3385,5394,LNCaP-Clone-FGC,-16.14608633
3385,5394,LOVO,-17.96614029
3385,5394,MDA-MB-436,7.546525137
3385,5394,MSTO-211H,-8.452318032
3385,5394,NCI-H1650,-16.13611503
3385,5394,NCI-H2122,-4.976433836
3385,5394,NCI-H23,-22.41858189
3385,5394,NCI-H520,2.01551389
3385,5394,OCUB-M,-15.12140115
3385,5394,OV-90,-8.734577697
3385,5394,OVCAR-3,4.253257415
3385,5394,PA-1,5.88592684
3385,5394,RKO,-9.323430376
3385,5394,RPMI-7951,0.470545349
3385,5394,SK-MEL-30,-55.9657771
3385,5394,SK-MES-1,5.047540004
3385,5394,SK-OV-3,-4.021491118
3385,5394,SW620,4.840173276
3385,5394,SW837,-44.6178968
3385,5394,T47D,-31.48916586
3385,5394,UACC-62,-11.96862443
3385,5394,VCAP,-2.729516379
3385,5311,A2058,-5.508119589
3385,5311,A2780,-3.848401273
3385,5311,A375,0.369467134
3385,5311,A427,-31.94692955
3385,5311,COLO-320-HSR,5.375445157
3385,5311,EFM-192A,0.248694128
3385,5311,ES-2,-1.689816761
3385,5311,HCT-116,-8.735905545
3385,5311,HT-144,-4.394725666
3385,5311,HT-29,-1.42768389
3385,5311,LNCaP-Clone-FGC,7.748878509
3385,5311,LOVO,-8.398048463
3385,5311,MDA-MB-436,4.86044214
3385,5311,MSTO-211H,9.244860545
3385,5311,NCI-H1650,0.631303772
3385,5311,NCI-H2122,10.65626958
3385,5311,NCI-H23,-15.10567636
3385,5311,NCI-H520,-7.702952771
3385,5311,OCUB-M,-7.803497534
3385,5311,OV-90,-0.210268239
3385,5311,OVCAR-3,3.617886825
3385,5311,PA-1,-2.24688051
3385,5311,RKO,11.04834069
3385,5311,RPMI-7951,-0.240638175
3385,5311,SK-MEL-30,-4.880397628
3385,5311,SK-MES-1,14.06216364
3385,5311,SK-OV-3,5.702955068
3385,5311,SW620,-17.22800516
3385,5311,SW837,-3.532158377
3385,5311,T47D,7.530007948
3385,5311,UACC-62,3.932423451
3385,5311,VCAP,22.99565591
45480520,11977753,A2058,24.07097148
45480520,11977753,A2780,29.43971431
45480520,11977753,A375,26.77702751
45480520,11977753,A427,14.16782834
45480520,11977753,COLO-320-HSR,23.55289621
45480520,11977753,EFM-192A,24.83456937
45480520,11977753,ES-2,12.51769006
45480520,11977753,HCT-116,18.26293072
45480520,11977753,HT-144,19.90806632
45480520,11977753,HT-29,24.14577087
45480520,11977753,LNCaP-Clone-FGC,78.70408281
45480520,11977753,LOVO,19.44534742
45480520,11977753,MDA-MB-436,24.11737313
45480520,11977753,MSTO-211H,42.00615065
45480520,11977753,NCI-H1650,14.77514196
45480520,11977753,NCI-H2122,19.41109514
45480520,11977753,NCI-H23,4.101418876
45480520,11977753,NCI-H520,24.98075461
45480520,11977753,OCUB-M,28.49051729
45480520,11977753,OV-90,16.97895851
45480520,11977753,OVCAR-3,21.71305205
45480520,11977753,PA-1,26.41696531
45480520,11977753,RKO,14.53775254
45480520,11977753,RPMI-7951,27.95688569
45480520,11977753,SK-MEL-30,29.52276092
45480520,11977753,SK-MES-1,19.59133468
45480520,11977753,SK-OV-3,6.379875187
45480520,11977753,SW620,17.59296505
45480520,11977753,SW837,23.28959911
45480520,11977753,T47D,117.0012793
45480520,11977753,UACC-62,19.83430639
45480520,11977753,VCAP,18.57424812
45480520,46926350,A2058,11.14872164
45480520,46926350,A2780,5.383442912
45480520,46926350,A375,3.908807094
45480520,46926350,A427,4.700396175
45480520,46926350,COLO-320-HSR,4.920734996
45480520,46926350,EFM-192A,10.96764939
45480520,46926350,ES-2,5.549440857
45480520,46926350,HCT-116,4.972605084
45480520,46926350,HT-144,-1.294163858
45480520,46926350,HT-29,6.953406922
45480520,46926350,LNCaP-Clone-FGC,44.93017733
45480520,46926350,LOVO,5.174003327
45480520,46926350,MDA-MB-436,6.447414256
45480520,46926350,MSTO-211H,9.601188954
45480520,46926350,NCI-H1650,9.42193657
45480520,46926350,NCI-H2122,11.67453973
45480520,46926350,NCI-H23,11.97076765
45480520,46926350,NCI-H520,0.056253253
45480520,46926350,OCUB-M,11.26347149
45480520,46926350,OV-90,-7.962884871
45480520,46926350,OVCAR-3,17.27720561
45480520,46926350,PA-1,4.692754027
45480520,46926350,RKO,7.513779684
45480520,46926350,RPMI-7951,18.16916119
45480520,46926350,SK-MEL-30,7.336354174
45480520,46926350,SK-MES-1,14.3989265
45480520,46926350,SK-OV-3,5.226835651
45480520,46926350,SW620,1.247224931
45480520,46926350,SW837,-5.38924194
45480520,46926350,T47D,-24.15595065
45480520,46926350,UACC-62,3.613008502
45480520,46926350,VCAP,10.32033223
45480520,5288382,A2058,22.66972082
45480520,5288382,A2780,11.09323155
